Concept,Feature,WB_Label,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF
bed,has_a_comforter,associated_entity,encyclopaedic,5,13,5,1
bed,has_a_headboard,external_component,visual-form_and_surface,5,13,5,1
bed,is_warm,systemic_property,tactile,5,13,144,14
bed,used_at_night,time,encyclopaedic,5,13,12,2
bedroom,has_a_bed,internal_component,visual-form_and_surface,24,1,31,2
bedroom,used_for_sleeping_in,function,function,24,1,45,3
bedroom,found_in_houses,location,encyclopaedic,20,3,83,11
bedroom,has_a_closet,internal_component,visual-form_and_surface,12,4,12,1
bedroom,has_walls,internal_component,visual-form_and_surface,9,5,19,3
bedroom,has_a_dresser,internal_component,visual-form_and_surface,8,6,8,1
bedroom,a_room,superordinate,taxonomic,7,7,,2
bedroom,has_a_window,external_component,visual-form_and_surface,6,8,6,1
bedroom,is_small,external_surface_property,visual-form_and_surface,5,9,1229,121
bedroom,used_for_personal_space,function,function,5,9,5,1
beehive,used_as_a_home_by_bees,function,function,27,1,27,1
beehive,has_honey,internal_component,visual-form_and_surface,20,2,20,1
beehive,found_in_trees,location,encyclopaedic,13,3,13,1
beehive,is_dangerous,systemic_property,encyclopaedic,12,4,316,37
beehive,is_yellow,external_surface_property,visual-colour,7,5,345,27
beehive,inbeh_-_produces_honey,entity_behavior,encyclopaedic,5,6,5,1
beehive,made_by_bees,origin,encyclopaedic,5,6,5,1
beehive,used_as_a_home_by_queen_bees,function,function,5,6,5,1
beetle,an_insect,superordinate,taxonomic,22,1,,12
beetle,has_a_shell,external_component,visual-form_and_surface,11,2,153,10
beetle,is_black,external_surface_property,visual-colour,11,2,607,50
beetle,beh_-_flies,entity_behavior,visual-motion,10,4,712,46
beetle,a_bug,superordinate,taxonomic,9,5,,3
beetle,has_wings,external_component,visual-form_and_surface,9,5,529,44
beetle,is_hard,external_surface_property,tactile,8,7,211,22
beetle,beh_-_crawls,entity_behavior,visual-motion,7,8,34,5
beetle,is_ugly,evaluation,encyclopaedic,6,9,78,10
beetle,has_eyes,external_component,visual-form_and_surface,5,10,118,16
beetle,has_legs,external_component,visual-form_and_surface,5,10,489,44
beetle,is_large,external_surface_property,visual-form_and_surface,5,10,1076,106
beetle,is_small,external_surface_property,visual-form_and_surface,5,10,1229,121
beets,a_vegetable,superordinate,taxonomic,28,1,,28
beets,is_red,external_surface_property,visual-colour,19,2,382,26
beets,eaten_as_pickles,function,function,12,3,24,2
beets,is_round,external_surface_property,visual-form_and_surface,12,3,823,76
beets,grows_in_the_ground,location,encyclopaedic,8,5,59,8
beets,is_purple,external_surface_property,visual-colour,8,5,76,5
beets,a_root,superordinate,taxonomic,7,7,,3
beets,beh_-_stains,entity_behavior,encyclopaedic,7,7,13,2
beets,eaten_in_borscht,function,function,7,7,7,1
beets,grows_in_gardens,location,encyclopaedic,6,10,144,18
beets,has_leaves,external_component,visual-form_and_surface,6,10,157,15
beets,is_edible,function,function,6,10,890,78
beets,eaten_in_salads,function,function,5,13,164,13
beets,grows_underground,location,encyclopaedic,5,13,31,4
beets,is_juicy,internal_surface_property,tactile,5,13,230,21
belt,made_of_leather,made_of,visual-form_and_surface,28,1,206,13
belt,has_buckles,external_component,visual-form_and_surface,26,2,31,2
belt,worn_for_holding_up_pants,function,function,25,3,25,1
belt,has_holes,external_component,visual-form_and_surface,12,4,80,6
belt,used_for_punishment,function,function,10,5,10,1
belt,a_fashion_accessory,superordinate,taxonomic,9,6,,3
belt,is_long,external_surface_property,visual-form_and_surface,9,6,844,81
belt,worn_around_waist,function,function,9,6,15,2
belt,is_thin,external_surface_property,visual-form_and_surface,8,9,109,16
belt,made_of_material,made_of,visual-form_and_surface,7,10,154,18
belt,clothing,superordinate,taxonomic,6,11,,34
belt,is_decorative,evaluation,encyclopaedic,6,11,57,8
belt,worn_through_pant_loops,function,function,6,11,6,1
bench,used_by_sitting_on,action,function,26,1,131,8
bench,made_of_wood,made_of,visual-form_and_surface,24,2,1091,79
bench,found_in_parks,location,encyclopaedic,23,3,23,1
bench,is_long,external_surface_property,visual-form_and_surface,11,4,844,81
bench,found_at_bus_stops,location,encyclopaedic,10,5,10,1
bench,made_of_metal,made_of,visual-form_and_surface,9,6,1472,133
bench,is_hard,external_surface_property,tactile,7,7,211,22
bench,different_colours,external_surface_property,visual-colour,6,8,460,58
bench,has_a_back,external_component,visual-form_and_surface,6,8,16,2
bench,has_4_legs,external_component,visual-form_and_surface,5,10,468,49
bench,used_for_resting,function,function,5,10,5,1
bike,has_wheels,external_component,visual-form_and_surface,29,1,416,23
bike,has_2_wheels,external_component,visual-form_and_surface,21,2,62,5
bike,has_handle_bars,external_component,visual-form_and_surface,16,3,34,3
bike,used_by_riding,action,function,15,4,89,7
bike,used_for_racing,function,function,14,5,25,2
bike,used_for_transportation,function,function,14,5,323,33
bike,has_a_seat,external_component,visual-form_and_surface,10,7,55,7
bike,has_pedals,external_component,visual-form_and_surface,9,8,44,4
bike,used_for_exercising,function,function,9,8,9,1
bike,eg_-_mountain,subordinate,taxonomic,7,10,,1
bike,has_brakes,external_component,visual-form_and_surface,7,10,7,1
bike,eg_-_ten_speed,subordinate,taxonomic,6,12,,1
bike,has_a_bell,associated_entity,encyclopaedic,6,12,11,2
bike,different_speeds,systemic_property,encyclopaedic,5,14,10,2
bike,has_a_chain,external_component,visual-form_and_surface,5,14,5,1
bike,has_a_frame,external_component,visual-form_and_surface,5,14,5,1
bike,has_gears,external_component,visual-form_and_surface,5,14,5,1
bike,has_training_wheels,external_component,visual-form_and_surface,5,14,5,1
bike,is_fast,systemic_property,visual-motion,5,14,346,33
bike,made_of_metal,made_of,visual-form_and_surface,5,14,1472,133
bin_(waste),used_for_holding_garbage,function,function,20,1,20,1
bin_(waste),made_of_metal,made_of,visual-form_and_surface,19,2,1472,133
bin_(waste),is_round,external_surface_property,visual-form_and_surface,12,3,823,76
bin_(waste),made_of_plastic,made_of,visual-form_and_surface,12,3,446,51
bin_(waste),is_smelly,external_surface_property,smell,10,5,142,16
bin_(waste),is_emptied,action,function,8,6,8,1
bin_(waste),is_hollow,internal_surface_property,visual-form_and_surface,8,6,20,2
bin_(waste),is_large,external_surface_property,visual-form_and_surface,5,8,1076,106
bin_(waste),is_small,external_surface_property,visual-form_and_surface,5,8,1229,121
birch,is_white,external_surface_property,visual-colour,18,1,634,51
birch,has_bark,external_component,visual-form_and_surface,16,2,34,4
birch,has_leaves,external_component,visual-form_and_surface,13,3,157,15
birch,is_tall,external_surface_property,visual-form_and_surface,12,4,121,12
birch,grows_in_forests,location,encyclopaedic,9,5,46,5
birch,has_branches,external_component,visual-form_and_surface,9,5,26,3
birch,beh_-_loses_leaves_in_the_fall,entity_behavior,encyclopaedic,7,7,7,1
birch,used_for_making_paper,function,function,7,7,7,1
birch,a_tree,superordinate,taxonomic,6,9,,5
birch,beh_-_bark_peals_off,entity_behavior,encyclopaedic,5,10,5,1
biscuit,is_edible,function,function,15,1,890,78
biscuit,tastes_good,internal_surface_property,taste,11,2,235,33
biscuit,eaten_with_tea,associated_entity,encyclopaedic,8,3,8,1
biscuit,is_crunchy,internal_surface_property,tactile,8,3,120,11
biscuit,is_round,external_surface_property,visual-form_and_surface,8,3,823,76
biscuit,a_food,superordinate,taxonomic,7,6,,9
biscuit,eaten_by_baking,action,function,7,6,58,6
biscuit,is_small,external_surface_property,visual-form_and_surface,7,6,1229,121
biscuit,made_with_flour,made_of,encyclopaedic,6,9,11,2
biscuit,a_treat,evaluation,encyclopaedic,5,10,5,1
biscuit,like_a_cookie,cognitive_operation,encyclopaedic,5,10,5,1
bison,an_animal,superordinate,taxonomic,18,1,,99
bison,is_large,external_surface_property,visual-form_and_surface,17,2,1076,106
bison,hunted_by_people,participant,function,16,3,267,27
bison,is_brown,external_surface_property,visual-colour,10,4,480,54
bison,beh_-_travels_in_herds,entity_behavior,visual-motion,7,5,37,5
bison,is_endangered,systemic_property,encyclopaedic,7,5,41,5
bison,like_a_buffalo,cognitive_operation,encyclopaedic,7,5,7,1
bison,a_mammal,superordinate,taxonomic,6,8,,42
bison,eaten_by_natives,participant,function,6,8,6,1
bison,is_furry,external_surface_property,tactile,6,8,211,20
blackbird,beh_-_flies,entity_behavior,visual-motion,26,1,712,46
blackbird,a_bird,superordinate,taxonomic,22,2,,39
blackbird,has_feathers,external_component,visual-form_and_surface,22,2,524,38
blackbird,has_a_beak,external_component,visual-form_and_surface,19,4,443,38
blackbird,beh_-_lays_eggs,entity_behavior,encyclopaedic,18,5,332,32
blackbird,has_wings,external_component,visual-form_and_surface,17,6,529,44
blackbird,is_black,external_surface_property,visual-colour,13,7,607,50
blackbird,an_animal,superordinate,taxonomic,10,8,,99
blackbird,beh_-_builds_nests,entity_behavior,encyclopaedic,9,9,86,10
blackbird,beh_-_sings,entity_behavior,sound,7,10,108,11
blackbird,beh_-_chirps,entity_behavior,sound,5,11,41,6
blackbird,beh_-_eats_worms,entity_behavior,visual-motion,5,11,29,3
blender,found_in_kitchens,location,encyclopaedic,19,1,386,32
blender,is_electrical,internal_surface_property,visual-form_and_surface,17,2,289,22
blender,an_appliance,superordinate,taxonomic,14,3,,10
blender,has_blades,internal_component,visual-form_and_surface,13,4,40,5
blender,used_for_making_drinks,function,function,13,4,13,1
blender,used_for_mixing,function,function,13,4,30,3
blender,is_loud,external_surface_property,sound,12,7,317,34
blender,used_for_chopping_food,function,function,8,8,8,1
blender,used_for_making_milkshakes,function,function,8,8,8,1
blender,used_for_mixing_liquids,function,function,7,10,7,1
blender,has_a_container,external_component,visual-form_and_surface,6,11,6,1
blender,is_electronic,internal_surface_property,visual-form_and_surface,6,11,19,3
blender,made_of_glass,made_of,visual-form_and_surface,6,11,171,14
blender,made_of_plastic,made_of,visual-form_and_surface,6,11,446,51
blender,has_cutting_blades,internal_component,visual-form_and_surface,5,15,5,1
blouse,has_buttons,external_component,visual-form_and_surface,20,1,163,13
blouse,worn_by_women,participant,function,20,1,232,18
blouse,clothing,superordinate,taxonomic,16,3,,34
blouse,has_sleeves,external_component,visual-form_and_surface,15,4,74,6
blouse,has_a_collar,external_component,visual-form_and_surface,11,5,19,2
blouse,made_of_material,made_of,visual-form_and_surface,11,5,154,18
blouse,made_of_silk,made_of,visual-form_and_surface,11,5,49,6
blouse,worn_with_skirts,associated_entity,encyclopaedic,11,5,16,2
blouse,made_of_cotton,made_of,visual-form_and_surface,8,9,88,12
blouse,a_shirt,coordinate,taxonomic,7,10,,1
blouse,different_colours,external_surface_property,visual-colour,7,10,460,58
blouse,is_pretty,evaluation,encyclopaedic,6,12,45,7
blouse,worn_on_torso,function,function,6,12,21,3
blouse,is_feminine,systemic_property,encyclopaedic,5,14,15,2
blouse,is_soft,external_surface_property,tactile,5,14,239,27
blueberry,is_blue,external_surface_property,visual-colour,27,1,99,6
blueberry,a_fruit,superordinate,taxonomic,21,2,,29
blueberry,is_round,external_surface_property,visual-form_and_surface,18,3,823,76
blueberry,is_small,external_surface_property,visual-form_and_surface,16,4,1229,121
blueberry,tastes_sweet,internal_surface_property,taste,16,4,320,24
blueberry,is_edible,function,function,15,6,890,78
blueberry,eaten_in_pies,function,function,11,7,69,5
blueberry,grows_on_bushes,origin,encyclopaedic,11,7,40,4
blueberry,is_juicy,internal_surface_property,tactile,8,9,230,21
blueberry,a_berry,superordinate,taxonomic,6,10,,3
blueberry,beh_-_stains,entity_behavior,encyclopaedic,6,10,13,2
blueberry,eaten_in_jams,function,function,5,12,11,2
blueberry,eaten_raw,action,function,5,12,33,4
blueberry,tastes_good,internal_surface_property,taste,5,12,235,33
bluejay,a_bird,superordinate,taxonomic,30,1,,39
bluejay,is_blue,external_surface_property,visual-colour,26,2,99,6
bluejay,beh_-_flies,entity_behavior,visual-motion,19,3,712,46
bluejay,has_a_beak,external_component,visual-form_and_surface,15,4,443,38
bluejay,has_wings,external_component,visual-form_and_surface,14,5,529,44
bluejay,has_feathers,external_component,visual-form_and_surface,10,6,524,38
bluejay,an_animal,superordinate,taxonomic,7,7,,99
bluejay,beh_-_lays_eggs,entity_behavior,encyclopaedic,7,7,332,32
bluejay,beh_-_sings,entity_behavior,sound,6,9,108,11
bluejay,beh_-_builds_nests,entity_behavior,encyclopaedic,5,10,86,10
bluejay,is_pretty,evaluation,encyclopaedic,5,10,45,7
bluejay,is_small,external_surface_property,visual-form_and_surface,5,10,1229,121
board_(black),is_black,external_surface_property,visual-colour,24,1,607,50
board_(black),is_green,external_surface_property,visual-colour,23,2,834,47
board_(black),used_for_writing_on,function,function,17,3,29,3
board_(black),used_by_teachers,participant,function,13,4,13,1
board_(black),found_in_schools,location,encyclopaedic,10,5,17,2
board_(black),used_for_learning,function,function,10,5,15,2
board_(black),used_with_chalk,associated_entity,encyclopaedic,9,7,9,1
board_(black),found_in_classrooms,location,encyclopaedic,7,8,12,2
board_(black),requires_cleaning,action,function,7,8,7,1
board_(black),is_dusty,external_surface_property,visual-form_and_surface,5,10,5,1
board_(black),is_large,external_surface_property,visual-form_and_surface,5,10,1076,106
board_(wood),made_of_wood,made_of,visual-form_and_surface,20,1,1091,79
board_(wood),is_long,external_surface_property,visual-form_and_surface,11,2,844,81
board_(wood),used_by_pirates,participant,function,10,3,10,1
board_(wood),used_for_building_things,function,function,10,3,15,2
board_(wood),used_on_ships,associated_entity,encyclopaedic,8,5,13,2
board_(wood),is_brown,external_surface_property,visual-colour,6,6,480,54
board_(wood),used_for_building_houses,function,function,6,6,27,2
board_(wood),used_for_construction,function,function,6,6,94,10
board_(wood),used_for_diving_boards,function,function,6,6,6,1
board_(wood),comes_from_trees,origin,encyclopaedic,5,10,11,2
board_(wood),is_flat,external_surface_property,visual-form_and_surface,5,10,79,10
board_(wood),is_hard,external_surface_property,tactile,5,10,211,22
board_(wood),made_from_wood,origin,encyclopaedic,5,10,5,1
boat,found_on_water,location,encyclopaedic,21,1,42,2
boat,used_for_transportation,function,function,16,2,323,33
boat,has_a_motor,external_component,visual-form_and_surface,15,3,22,2
boat,made_of_wood,made_of,visual-form_and_surface,13,4,1091,79
boat,inbeh_-_floats,entity_behavior,visual-motion,12,5,92,7
boat,used_for_fishing,function,function,9,6,43,5
boat,has_sails,external_component,visual-form_and_surface,7,7,48,4
boat,used_by_people,participant,function,7,7,64,10
boat,used_on_oceans,location,encyclopaedic,7,7,12,2
boat,is_small,external_surface_property,visual-form_and_surface,6,10,1229,121
bolts,used_with_nuts,associated_entity,encyclopaedic,18,1,18,1
bolts,made_of_metal,made_of,visual-form_and_surface,17,2,1472,133
bolts,used_with_screws,associated_entity,encyclopaedic,10,3,10,1
bolts,used_for_holding,function,function,9,4,93,7
bolts,different_sizes,external_surface_property,visual-form_and_surface,8,5,135,19
bolts,used_for_construction,function,function,8,5,94,10
bolts,used_for_locking/unlocking_doors,function,function,8,5,29,2
bolts,is_small,external_surface_property,visual-form_and_surface,7,8,1229,121
bolts,used_for_holding_things_together,function,function,7,8,36,4
bolts,used_for_securing,function,function,7,8,18,3
bolts,made_of_steel,made_of,visual-form_and_surface,6,11,39,6
bolts,a_hardware,superordinate,taxonomic,5,12,,1
bolts,has_threads,external_component,visual-form_and_surface,5,12,15,2
bomb,inbeh_-_explodes,entity_behavior,sound,20,1,36,3
bomb,used_for_war,function,function,16,2,130,12
bomb,used_for_killing,function,function,13,3,233,20
bomb,a_weapon,superordinate,taxonomic,12,4,,29
bomb,is_dangerous,systemic_property,encyclopaedic,12,4,316,37
bomb,is_nuclear,subordinate,taxonomic,12,4,,2
bomb,is_destructive,evaluation,encyclopaedic,11,7,30,3
bomb,is_frightening,affect_emotion,encyclopaedic,8,8,27,3
